restaurant_name,country,city,address,formatted_address,latitude,longitude,state_or_province,restaurant_extraction_date,zip_or_postal_code,style,cuisines,restaurant_type,rating_value,review_count,phone,restaurant_proprietary_url,restaurant_url,menu_proprietary_url,price_range,takeout,alcohol_service,waiter_service,owner_verification,menu_source,source_restaurant_name,menu_last_updated_by_source,restaurant_source,yelp_menu_provider,restaurant_object_key,distance,app_filter,airport,catering_service,datetime_timestamp
McDonald's,United States Of America,WEST MEMPHIS,"3901 Petro Rd, West Memphis, Ar",3901 Petro Rd,35.153135,-90.136585,ARKANSAS,2026-02-28,72301,Burgers,"burgers, coffee & tea, dining and drinking, burger, fast food, american, restaurant, fast food restaurant",QSR,2.3,29,+1 870-735-6881,https://www.mcdonalds.com/us/en-us/location/ar/west-memphis/3901-petro-rd/10849.html,https://www.mcdonalds.com/us/en-us/location/ar/west-memphis/3901-petro-rd/10849.html,https://www.mcdonalds.com/us/en-us/full-menu.html?cid=PS:GCM_MOP:NB::Yelp:All,$,No,Yes,Yes,,https://www.ubereats.com/store/mcdonalds-3901-petro-rds/k1SsqLRISAWxxFZ-ma97mQ,McDonald's,,ubereats,,2169553,11.846469194827968,true,MEM,,2026-03-07T05:19:15.522Z
McDonald's,United States Of America,SOUTHAVEN,"4952 Pepperchase Dr, Southaven, Ms",4952 Pepperchase Dr,34.9329575,-89.9988,MISSISSIPPI,2026-02-28,38671,Burgers,"burgers, coffee & tea, dining and drinking, fast food, american, restaurant, fast food restaurant",QSR,3.0,2,+1 662-796-2000,https://www.mcdonalds.com/us/en-us/location/ms/southaven/4952-pepperchase-dr/25615.html,https://www.mcdonalds.com/us/en-us/location/ms/southaven/4952-pepperchase-dr/25615.html,https://www.mcdonalds.com/us/en-us/full-menu.html?cid=PS:GCM_MOP:NB::Yelp:All,$,No,Yes,Yes,,https://www.ubereats.com/store/mcdonalds-4952-pepperchase-drs/lgkoJR0RSmKoCU36t-nx3w,McDonald's,,ubereats,,2310116,7.649544472649191,true,MEM,,2026-03-07T05:19:15.522Z
Mid-South Liquors,United States Of America,OLIVE BRANCH,8928 Mid South Drive,8928 Mid South Drive,34.94988,-89.83168,MISSISSIPPI,2026-02-28,38654,Alcohol,alcohol,Casual Dining,4.803278688524589,300,+1 662-893-7818,,,,$,Yes,Yes,Yes,,https://www.ubereats.com/store/mid-south-liquors/eSg3YjQhXUWaHVEOZdBFpA,Mid-South Liquors,,ubereats,,2384485,10.40874198806146,true,MEM,,2026-03-07T05:19:15.522Z
New China Star Buffet,United States Of America,COVINGTON,"806 Us, 51 Covington, Tn",806 Us51,35.573599,-89.644275,TENNESSEE,2026-02-28,38019,Buffets,"buffets, asian fusion, asian restaurant, dining and drinking, chinese restaurant, asian, chinese, restaurant",,,0,+1 901-476-9790,https://newchinastarbuffettogo.com,https://newchinastarbuffettogo.com,,$$,No,No,Yes,,https://www.ubereats.com/store/new-china-star-buffet/qs00P3HqQNaTpQq8ntqTYw,New China Star Buffet,,ubereats,,2554032,41.15535880857187,true,MEM,,2026-03-07T05:19:15.522Z
Papa Corazon's Quesadillas-Collierville,United States Of America,COLLIERVILLE,960 W Poplar Avenue,960 W Poplar Avenue,35.0466,-89.694,TENNESSEE,2026-02-28,38017,American,"american, mexican, salads, breakfast &amp; brunch",Casual Dining,4.436046511627907,84,+1 901-472-4357,,,,$,Yes,No,Yes,,https://www.ubereats.com/store/papa-corazons-quesadillas-collierville/wyQqollbU7OZjDP4WqKNnQ,Papa Corazon's Quesadillas-Collierville,,ubereats,,1192099,16.028025148705204,true,MEM,,2026-03-07T05:19:15.522Z
Pizza Hut,United States Of America,MEMPHIS,"2919 Elmore Park Rd Ste 1, Memphis, Tn",2919 Elmore Park Rd Ste 1,35.2055635,-89.8578,TENNESSEE,2026-02-28,38134,Italian,"italian, pizzeria, chicken wings, dining and drinking, fast food, wings, restaurant, pizza",QSR,3.8,4,+1 901-372-7260,https://locations.pizzahut.com/tn/bartlett/2919-elmore-park-rd,https://locations.pizzahut.com/tn/bartlett/2919-elmore-park-rd,https://www.pizzahut.com/index.php?menu=pizza#/pizza/create-your-own,$,Yes,Yes,Yes,,https://www.ubereats.com/store/pizza-hut-2919-elmore-park-rd-%231/z88SfyfnUeWnxPLx4wgYiA,Pizza Hut,,ubereats,,1388818,13.107741664029358,true,MEM,,2026-03-07T05:19:15.522Z
Playa Bowls East Memphis,United States Of America,MEMPHIS,"706 S Mendenhall Rd Memphis, Tn",706 S Mendenhall Rd,35.11155,-89.895687,TENNESSEE,2026-02-28,38117,Smoothie Shop,"smoothie shop, acai bowls, dining and drinking, açaí, juice bars & smoothies, bowls, juice and smoothies",,4.69730941704036,260,+1 901-922-5932,https://www.playabowls.com/location/east-memphis,https://www.playabowls.com/location/east-memphis,https://www.playabowls.com/menu,$$,Yes,No,Yes,,https://www.ubereats.com/store/playa-bowls-east-memphis/UmZ-h5wpUwyTpzzOY5yrjQ,Playa Bowls East Memphis,,ubereats,,1399975,6.616097435185895,true,MEM,,2026-03-07T05:19:15.522Z
Redfish Asian Bistro,United States Of America,MEMPHIS,"9915 Highway 64, Ste105","9915 Highway 64, Ste105",35.20512,-89.73217,TENNESSEE,2026-02-28,38016,Chinese,"chinese, asian fusion, sushi",Casual Dining,4.774193548387097,23,+1 901-729-7581,,,,$$,Yes,No,Yes,,https://www.ubereats.com/store/redfish-asian-bistro/2tHMPbibQMyOSiUlXhsbvw,Redfish Asian Bistro,,ubereats,,1577871,17.82041113757159,true,MEM,,2026-03-07T05:19:15.522Z
Rock N Roll Cafe,United States Of America,MEMPHIS,3855 Elvis Presley Blvd,3855 Elvis Presley Blvd,35.043314499999994,-90.0254165,TENNESSEE,2026-02-28,38116,BBQ,"bbq, new american, desserts, dining and drinking, restaurant",,,0,+1 901-398-6528,,,,$$,Yes,Yes,Yes,,https://www.ubereats.com/store/rock-n-roll-cafe/rAwRmtnfS96grU9yaQDubQ,Rock N Roll Cafe,,ubereats,,1197204,2.7643335928915054,true,MEM,,2026-03-07T05:19:15.522Z
Sarku Japan,United States Of America,MEMPHIS,"2760 N Germantown Pkwy Ste 254, Memphis, Tn 38133, 8153",2760 N Germantown Pkwy Ste 254,35.201109,-89.7880895,TENNESSEE,2026-02-28,38133,Japanese Restaurant,"japanese restaurant, asian restaurant, japanese, dining and drinking, asian, restaurant",,4.0,3,+1 901-226-2221,http://www.sarkujapan.com/,http://www.sarkujapan.com/,https://www.sarkujapan.com/#menus,$,Yes,No,Yes,,https://www.ubereats.com/store/sarku-japan-2760-n-germantown-parkway-suite%23-254/XXltYMGFXW6g_V3eqCKgPA,Sarku Japan,,ubereats,,2486497,15.289178195134493,true,MEM,,2026-03-07T05:19:15.522Z
Sizzlin' Skillet,United States Of America,WEST MEMPHIS,"108 Glen Bailey Dr West Memphis, Ar",108 Glen Bailey Dr,35.16184,-90.18367,ARKANSAS,2026-02-28,72301,Burgers,"burgers, sandwiches, soul food, fried chicken, american, southern",Casual Dining,4.166666666666668,42,+1 870-551-4579,,,,$,Yes,Yes,Yes,Updated 2 months ago,https://www.ubereats.com/store/sizzlin-skillet/IRkLUmp2VwqsidYHbwe90g,Sizzlin' Skillet,,ubereats,,2232705,14.32829060416264,true,MEM,,2026-03-07T05:19:15.522Z
Slam Dunk Wingz of Memphis,United States Of America,MEMPHIS,"951 Getwell Rd Memphis, Tn",951 Getwell Rd,35.10538,-89.93113,TENNESSEE,2026-02-28,38111,Burgers,"burgers, sandwiches, chicken wings, wraps, wings",,,0,+1 901-347-2288,https://www.slamdunkwingzmemphis.com,https://www.slamdunkwingzmemphis.com,https://www.slamdunkwingzmemphis.com/_files/ugd/06d9da_02d794856ca8422cbb6610c985f7e116.pdf,$,Yes,No,Yes,,https://www.ubereats.com/store/slam-dunk-wingz-of-memphis/_swzLrJPXzGSm51yQ02Daw,Slam Dunk Wingz of Memphis,,ubereats,,1009304,5.049596721172312,true,MEM,,2026-03-07T05:19:15.522Z
Starbucks,United States Of America,HORN LAKE,"977 Goodman Rd W, Horn Lake, Ms 38637, 1438",977 Goodman Rd W,34.962291,-90.0067,MISSISSIPPI,2026-02-28,38637,Coffee &amp; Tea,"coffee &amp; tea, cafe, coffee, and tea house, dining and drinking, coffee shop, bakery, american, cafe, breakfast and brunch",QSR,3.5,4,+1 662-349-6172,https://www.starbucks.com/store-locator/store/1007283/horn-lake-west-goodman-rd-i-55-977-west-goodman-road-horn-lake-ms-38637-us,https://www.starbucks.com/store-locator/store/1007283/horn-lake-west-goodman-rd-i-55-977-west-goodman-road-horn-lake-ms-38637-us,,$,Yes,Yes,Yes,,https://www.ubereats.com/store/starbucks-horn-lake-west-goodman-rd-%26-i-55/Ff0NUQpEQCWLhg3I8EPesg,Starbucks,,ubereats,,316017,5.78039018415884,true,MEM,,2026-03-07T05:19:15.522Z
Starbucks,United States Of America,MEMPHIS,"3388 Poplar Ave, Memphis, Tn 38111, 4644",3388 Poplar Ave,35.12919,-89.94906499999999,TENNESSEE,2026-02-28,38111,Coffee &amp; Tea,"coffee &amp; tea, coffee & tea, cafe, coffee, and tea house, dining and drinking, coffee shop, bakery, cafe, breakfast and brunch",QSR,2.8,8,+1 901-320-1021,https://www.starbucks.com/store-locator/store/15716/poplar-highland-3388-poplar-avenue-memphis-tn-381114644-us,https://www.starbucks.com/store-locator/store/15716/poplar-highland-3388-poplar-avenue-memphis-tn-381114644-us,http://www.starbucks.com/menu,$$,Yes,Yes,Yes,,https://www.ubereats.com/store/starbucks-poplar-%26-highland/n-HtAyEZRE2JvHPzPbNdmQ,Starbucks,,ubereats,,14772,6.182743968899049,true,MEM,,2026-03-07T05:19:15.522Z
Subway,United States Of America,WEST MEMPHIS,"1717 N Missouri St, West Memphis, Ar",1717 N Missouri St,35.16615,-90.18433,ARKANSAS,2026-02-28,72301,Sandwiches,"sandwiches, sandwich, sandwich spot, deli, dining and drinking, salads, fast food, healthy, american, restaurant, fast food restaurant",QSR,3.4,5,+1 870-732-8878,https://restaurants.subway.com/united-states/ar/west-memphis/1717-n-missouri-st,https://restaurants.subway.com/united-states/ar/west-memphis/1717-n-missouri-st,http://www.subway.com/menu/default.aspx,$$,Yes,Yes,Yes,,https://www.ubereats.com/store/subway-1717-n-missouri-st/mN4_LqFpRie8e-t1pODZLw,Subway,,ubereats,,1201906,14.531045499432365,true,MEM,,2026-03-07T05:19:15.522Z
Subway,United States Of America,LAKELAND,"3548 Canada Rd, Lakeland, Tn",3548 Canada Rd,35.22241,-89.7358885,TENNESSEE,2026-02-28,38002,Sandwiches,"sandwiches, sandwich, sandwich spot, dining and drinking, salads, fast food, healthy, american, restaurant, fast food restaurant",QSR,4.0,2,+1 901-330-4265,https://restaurants.subway.com/united-states/tn/lakeland/3548-canada-rd,https://restaurants.subway.com/united-states/tn/lakeland/3548-canada-rd,http://www.subway.com/menu/default.aspx,$,Yes,No,Yes,,https://www.ubereats.com/store/subway-3548-canada-rds/WjYHPg_nRlO20u2GSFEA9Q,Subway,,ubereats,,2292764,18.436299217939382,true,MEM,,2026-03-07T05:19:15.522Z
Subway,United States Of America,GERMANTOWN,"9309 Poplar Avenue Suite 103, Germantown, Tn",9309 Poplar Avenue Suite 103,35.06363,-89.751589,TENNESSEE,2026-02-28,38138,Sandwiches,"sandwiches, sandwich, sandwich spot, dining and drinking, salads, fast food, healthy, american, restaurant, fast food restaurant",QSR,4.4,5,+1 901-753-4333,https://restaurants.subway.com/united-states/tn/germantown/9309-poplar-avenue,https://restaurants.subway.com/united-states/tn/germantown/9309-poplar-avenue,http://www.subway.com/en-us/menunutrition,$,Yes,No,Yes,,https://www.ubereats.com/store/subway-9309-poplar-aves/hgmCDPBUTDWHUY-is72uQg,Subway,,ubereats,,2307811,12.842716208280445,true,MEM,,2026-03-07T05:19:15.522Z
Sunrise Thai Cuisine,United States Of America,GERMANTOWN,2072 West St,2072 West St,35.0925,-89.81117,TENNESSEE,2026-02-28,38138,Thai,"thai, vegetarian, noodles, asian, healthy",Casual Dining,4.4177215189873404,71,,,,,$$,Yes,No,Yes,,https://www.ubereats.com/store/sunrise-thai-cuisine/pfnC69qcUbSUlPVhXTNZbA,Sunrise Thai Cuisine,,ubereats,,1203610,9.995220742428769,true,MEM,,2026-03-07T05:19:15.522Z
Sushi from Kroger by Snowfox,United States Of America,HERNANDO,2380 Mount Pleasant Road,2380 Mount Pleasant Road,34.82499,-89.98433,MISSISSIPPI,2026-02-28,38632,Specialty Foods,specialty foods,Casual Dining,5.0,3,+1 662-429-0355,,,,$$,No,No,Yes,,https://www.ubereats.com/store/sushi-from-kroger-by-snowfox/p88Q3MkvU5ifV7XaR5fJCw,Sushi from Kroger by Snowfox,,ubereats,,1203893,14.994740222639315,true,MEM,,2026-03-07T05:19:15.522Z
Sushi from Kroger by Snowfox,United States Of America,MEMPHIS,1759 Union Avenue,1759 Union Avenue,35.13525,-90.00314,TENNESSEE,2026-02-28,38104,Specialty Foods,specialty foods,Casual Dining,4.378378378378377,66,+1 901-272-8630,,,,$$,No,No,Yes,,https://www.ubereats.com/store/sushi-from-kroger-by-snowfoxs/5NnRzCGiU2y79MJaf0Gp8A,Sushi from Kroger by Snowfox,,ubereats,,2197223,6.572770953133153,true,MEM,,2026-03-07T05:19:15.522Z
Sushi from Kroger by Snowfox,United States Of America,BARTLETT,2942 Kirby Whitten Rd,2942 Kirby Whitten Rd,35.20676,-89.83851,TENNESSEE,2026-02-28,38135,Specialty Foods,specialty foods,Casual Dining,4.532258064516128,46,+1 901-386-9595,,,,$$,No,No,Yes,,https://www.ubereats.com/store/sushi-from-kroger-by-snowfoxs/6Vl_tAANXR-JTDtvXhK1lg,Sushi from Kroger by Snowfox,,ubereats,,2197224,13.76877266246475,true,MEM,,2026-03-07T05:19:15.522Z
Sushi Kingdom Memphis,United States Of America,MEMPHIS,"5054 Park Ave Memphis, Tn",5054 Park Ave,35.10681,-89.89349,TENNESSEE,2026-02-28,38117,Sushi,"sushi, sushi bars, sushi restaurant, japanese restaurant, asian restaurant, japanese, dining and drinking, restaurant",Casual Dining,4.703583061889251,120,+1 901-746-8786,https://www.sushikingdommemphis.com,https://www.sushikingdommemphis.com,https://order.sushikingdommemphis.com/,$$,Yes,No,Yes,Updated over 3 months ago,https://www.ubereats.com/store/sushi-kingdom-memphiss/s-gTOHoRUp-u6HG7NinadQ,Sushi Kingdom Memphis,,ubereats,,2278249,6.474930626351235,true,MEM,,2026-03-07T05:19:15.522Z
Thai Bistro,United States Of America,BARTLETT,"7140 Hwy 64 Suite 102, Bartlett, Tn 38133, 3927",7140 Hwy 64 Suite 102,35.204784000000004,-89.824889,TENNESSEE,2026-02-28,38133,Thai,"thai, thai restaurant, asian restaurant, noodles, dining and drinking, asian, restaurant",Casual Dining,4.5,11,+1 901-435-6489,,,,$$,Yes,No,Yes,,https://www.ubereats.com/store/thai-bistro/htnIXgA3UhSiKp4j0FIztA,Thai Bistro,,ubereats,,813294,14.113169749523607,true,MEM,,2026-03-07T05:19:15.522Z
The Butcher Shop East Memphis,United States Of America,CORDOVA,"107 S Germantown Pkwy, Tn, Cordova, 38018, 4201, United States",107 S Germantown Pkwy,35.12812,-89.79905,TENNESSEE,2026-02-28,38120,Steak,"steak, burger joint, dining and drinking, steakhouses, steakhouse, seafood, salads, healthy, american, restaurant",Casual Dining,4.2,0,+1 901-757-4244,http://www.thebutchershop.com/,http://www.thebutchershop.com/,https://www.thebutchershop.com/menus/,$$,No,No,Yes,Updated over 3 months ago,https://www.ubereats.com/store/the-butcher-shop-steakhouse-memphis/3gjeFz89RsaaeG0A9c_STg,The Butcher Shop East Memphis,,ubereats,,2300992,11.670611036114462,true,MEM,,2026-03-07T05:19:15.522Z
The Genre Food Truck,United States Of America,MEMPHIS,"200 Poplar Ave Ste 105 Memphis, Tn",200 Poplar Ave Ste 105,35.149552,-90.047397,TENNESSEE,2026-02-28,38103,Southern,"southern, burgers, restaurant, sandwiches, southern food restaurant, dining and drinking, seafood, american, vegan",,,0,+1 901-410-8169,https://www.thegenremem.com,https://www.thegenremem.com,http://www.thegenremem.com/order,$$$,Yes,No,Yes,,https://www.ubereats.com/store/the-genre-food-truck/QjYowqePVOWzhc6eLfmsYw,The Genre Food Truck,,ubereats,,2555223,8.402398266905836,true,MEM,,2026-03-07T05:19:15.522Z
The Rook x Raven Coffee x Kitchen,United States Of America,CORDOVA,2821 N Houston Levee Rd,2821 N Houston Levee Rd,35.20195,-89.73206,TENNESSEE,2026-02-28,38016,American,"american, coffee and tea, healthy",Casual Dining,,0,+1 901-654-8896,,,,$,No,No,Yes,,https://www.ubereats.com/store/the-rook-x-raven-coffee-x-kitchen/eT6RPicqR-OxGrspAhTAvQ,The Rook x Raven Coffee x Kitchen,,ubereats,,1207954,17.68877429491602,true,MEM,,2026-03-07T05:19:15.522Z
Tonica,United States Of America,MEMPHIS,"1545 Overton Park Ave Spanish, Memphis, Tn",1545 Overton Park Ave,35.148705,-90.00839500000001,TENNESSEE,2026-02-28,38112,Burgers,"burgers, sandwiches, tapas/small plates, dining and drinking, spanish, american, restaurant, tapas bars",,4.0,3,+1 901-474-7693,https://www.tonicamemphis.com,https://www.tonicamemphis.com,https://www.tonicamemphis.com,$$$$,Yes,Yes,Yes,,https://www.ubereats.com/store/tonica/PXN2TgK0UC-btKiiefz-vQ,Tonica,,ubereats,,2488579,7.544161938713296,true,MEM,,2026-03-07T05:19:15.522Z
Tuyen's Asian Bistro,United States Of America,MEMPHIS,"288 N Cleveland St, Memphis, Tn 38104, 7146",288 N Cleveland St,35.146877,-90.014362,TENNESSEE,2026-02-28,38104,Asian Fusion,"asian fusion, korean, vietnamese restaurant, asian restaurant, dining and drinking, asian, restaurant, vietnamese",Casual Dining,4.6,12,+1 901-567-5008,,,,$$,Yes,No,Yes,,https://www.ubereats.com/store/tuyens-asian-bistro/EHq3qSHsX-u8OCrn4CMtSA,Tuyen's Asian Bistro,,ubereats,,1081837,7.510885324161171,true,MEM,,2026-03-07T05:19:15.522Z
Walgreens Alcohol,United States Of America,MEMPHIS,9085 Highway 64,9085 Highway 64,35.20404,-89.76008,TENNESSEE,2026-02-28,38016,Alcohol,alcohol,Casual Dining,4.888888888888888,11,+1 901-382-1533,,,,$,No,Yes,Yes,,https://www.ubereats.com/store/walgreens-alcohol/A5gUX43EXkOWckavJFxX_w,Walgreens Alcohol,,ubereats,,1402974,16.571725447223272,true,MEM,,2026-03-07T05:19:15.522Z
Walgreens Alcohol,United States Of America,OAKLAND,Highway 194,Highway 194,35.22934,-89.51555,TENNESSEE,2026-02-28,38060,Alcohol,alcohol,Casual Dining,,0,+1 901-466-9956,,,,$,No,Yes,Yes,,https://www.ubereats.com/store/walgreens-alcohols/iEgcp-Y-W-Wgm2FOVT52eQ,Walgreens Alcohol,,ubereats,,2197756,29.11934325436285,true,MEM,,2026-03-07T05:19:15.522Z
Wendy's,United States Of America,SENATOBIA,"511 E Main Street, Senatobia, Ms",511 E Main Street,34.61871,-89.9522,MISSISSIPPI,2026-02-28,38668,Burgers,"burgers, burger joint, dining and drinking, fast food, american, restaurant, fast food restaurant",QSR,1.8,11,+1 662-562-9969,https://locations.wendys.com/united-states/ms/senatobia/511-e-main-street,https://locations.wendys.com/united-states/ms/senatobia/511-e-main-street,https://menu.wendys.com,$,Yes,No,Yes,,https://www.ubereats.com/store/wendys-511-e-main-streets/uXoe5gK2UoOUvze-LzKWSQ,Wendy's,,ubereats,,2197793,29.240849026476436,true,MEM,,2026-03-07T05:19:15.522Z
Wings &amp; More,United States Of America,BATESVILLE,6422 Curtis Road,6422 Curtis Road,34.3392945,-90.0856515,MISSISSIPPI,2026-02-28,38606,Burgers,"burgers, sandwiches, bbq joint, fried chicken joint, southern food restaurant, dining and drinking, american, restaurant",,,0,+1 662-563-9800,https://wings-more-ms.hub.biz,https://wings-more-ms.hub.biz,,$,Yes,No,Yes,,https://www.ubereats.com/store/wings-%26-mores/YsgA5i1FWD6UIOOvR4y2WA,Wings &amp; More,,ubereats,,2197849,48.863252619422,true,MEM,,2026-03-07T05:19:15.522Z
Yakiniku,United States Of America,SOUTHAVEN,6685 Airways Boulevard,6685 Airways Boulevard,34.9581975,-89.99053599999999,MISSISSIPPI,2026-02-28,38671,Asian Fusion,"asian fusion, korean restaurant, korean bbq restaurant, asian restaurant, dining and drinking, asian, restaurant",,4.453744493392071,250,+1 662-510-8288,,,,$$$,Yes,No,Yes,,https://www.ubereats.com/store/yakiniku/R_6zLzdhU8y_vMos_1O6Jg,Yakiniku,,ubereats,,2197914,5.858935317209709,true,MEM,,2026-03-07T05:19:15.522Z
Ms D's Wings,United States Of America,MEMPHIS,"3722 N Watkins St Memphis, Tn",3722 N Watkins St,35.22728,-90.002545,TENNESSEE,2026-02-28,38127,Sandwiches,"sandwiches, black-owned, wings joint, chicken wings, dining and drinking, chicken, salads, american, wings, restaurant",,0.0,4,+1 901-552-3754,http://msdswings1.com,http://msdswings1.com,,$$,Yes,No,Yes,,https://www.OrderMsDsWings.com/order,Ms D's Wings,,menufy,,2535465,12.82762647350481,true,MEM,,2026-03-07T05:19:15.522Z
Collierville Commissary,United States Of America,COLLIERVILLE,"3573 S Houston Levee Rd, Collierville, Tn 38017, 9089",3573 S Houston Levee Rd,35.0514,-89.73374,TENNESSEE,2026-02-28,38139,Burgers,"burgers, barbecue, bbq joint, bbq, dining and drinking, american, barbeque, restaurant",Casual Dining,3.5,64,+1 901-832-8858,https://www.commissarybbq.com/,https://www.commissarybbq.com/,https://www.commissarybbq.com/menu,$$,Yes,No,Yes,,https://www.chownow.com/order/28506/locations/42195,Collierville Commissary,,chownow,,2053995,13.78595561589127,true,MEM,,2026-03-07T05:19:15.522Z
Anointed Hands Soulfood Catering,United States Of America,MEMPHIS,1731 Corning Avenue,1731 Corning Avenue,35.225025,-90.00592,TENNESSEE,2026-02-28,38127,American,"american, soul food, southern, family friendly",,,0,+1 901-572-0374,https://anointed-hands-soulfood-kitchen.ueniweb.com/,https://anointed-hands-soulfood-kitchen.ueniweb.com/,,$,Yes,No,Yes,,https://www.chownow.com/order/33229/locations/49690,Anointed Hands Soulfood Catering,,chownow,,2489824,12.696722865786038,true,MEM,,2026-03-07T05:19:15.522Z
Portales Mexican Tapas & Tequila,United States Of America,LAKELAND,"9845 Lake District Dr Ste 133 Lakeland, Tn",9845 Lake District Dr Ste 133,35.22212,-89.73383,TENNESSEE,2026-02-28,38002,Burgers,"burgers, mexican, dining and drinking, spanish, mexican restaurant, restaurant, tapas bars",,,0,+1 901-310-4820,http://www.portalesmexicantapastequila.com,http://www.portalesmexicantapastequila.com,,$$,No,No,Yes,,https://www.chownow.com/order/39928/locations/60684,Portales Mexican Tapas & Tequila,,chownow,,1097925,18.509321176733973,true,MEM,,2026-03-07T05:19:15.522Z
